Timestamp,Source IP,Destination IP,Protocol,Predicted_Label,Explanation
2025-10-21 12:20:35,10.229.181.206,239.255.255.250,49956,1900,17,Normal Traffic,⚠️ Suspicious flow behavior matches pattern: Normal Traffic
2025-10-21 12:20:35,10.229.181.206,239.255.255.250,49956,1900,17,Normal Traffic,⚠️ Suspicious flow behavior matches pattern: Normal Traffic
2025-10-21 12:20:35,10.229.181.206,20.42.65.94,54436,443,6,Normal Traffic,⚠️ Suspicious flow behavior matches pattern: Normal Traffic
2025-10-21 12:20:35,20.42.65.94,10.229.181.206,443,54436,6,Normal Traffic,⚠️ Suspicious flow behavior matches pattern: Normal Traffic
2025-10-21 12:20:35,10.229.181.206,34.107.221.82,59235,80,6,Normal Traffic,⚠️ Suspicious flow behavior matches pattern: Normal Traffic
2025-10-21 12:20:35,34.107.221.82,10.229.181.206,80,59235,6,Normal Traffic,⚠️ Suspicious flow behavior matches pattern: Normal Traffic
2025-10-21 12:20:40,10.229.181.206,224.0.0.251,5353,5353,17,Normal Traffic,⚠️ Suspicious flow behavior matches pattern: Normal Traffic
2025-10-21 12:20:40,10.229.181.206,20.42.65.94,54436,443,6,Normal Traffic,⚠️ Suspicious flow behavior matches pattern: Normal Traffic
2025-10-21 12:20:40,20.42.65.94,10.229.181.206,443,54436,6,Normal Traffic,⚠️ Suspicious flow behavior matches pattern: Normal Traffic
2025-10-21 12:20:45,10.229.181.206,20.42.65.94,54436,443,6,Normal Traffic,⚠️ Suspicious flow behavior matches pattern: Normal Traffic
2025-10-21 12:20:45,20.42.65.94,10.229.181.206,443,54436,6,Normal Traffic,⚠️ Suspicious flow behavior matches pattern: Normal Traffic
2025-10-21 12:20:45,10.229.181.206,34.107.221.82,59235,80,6,Normal Traffic,⚠️ Suspicious flow behavior matches pattern: Normal Traffic
2025-10-21 12:20:45,34.107.221.82,10.229.181.206,80,59235,6,Normal Traffic,⚠️ Suspicious flow behavior matches pattern: Normal Traffic
2025-10-21 12:20:50,10.229.181.206,20.42.65.94,54436,443,6,Normal Traffic,⚠️ Suspicious flow behavior matches pattern: Normal Traffic
2025-10-21 12:20:50,20.42.65.94,10.229.181.206,443,54436,6,Normal Traffic,⚠️ Suspicious flow behavior matches pattern: Normal Traffic
2025-10-21 12:20:55,10.229.181.206,20.42.65.94,54436,443,6,Normal Traffic,⚠️ Suspicious flow behavior matches pattern: Normal Traffic
2025-10-21 12:20:55,20.42.65.94,10.229.181.206,443,54436,6,Normal Traffic,⚠️ Suspicious flow behavior matches pattern: Normal Traffic
2025-10-21 12:20:55,10.229.181.206,34.107.221.82,59235,80,6,Normal Traffic,⚠️ Suspicious flow behavior matches pattern: Normal Traffic
2025-10-21 12:20:55,34.107.221.82,10.229.181.206,80,59235,6,Normal Traffic,⚠️ Suspicious flow behavior matches pattern: Normal Traffic
2025-10-21 12:21:00,10.229.181.206,10.229.181.14,56962,53,17,Normal Traffic,⚠️ Suspicious flow behavior matches pattern: Normal Traffic
2025-10-21 12:21:00,10.229.181.206,10.229.181.14,53177,53,17,Normal Traffic,⚠️ Suspicious flow behavior matches pattern: Normal Traffic
2025-10-21 12:21:00,10.229.181.14,10.229.181.206,53,56962,17,Normal Traffic,⚠️ Suspicious flow behavior matches pattern: Normal Traffic
2025-10-21 12:21:00,10.229.181.14,10.229.181.206,53,53177,17,Normal Traffic,⚠️ Suspicious flow behavior matches pattern: Normal Traffic
2025-10-21 12:21:00,10.229.181.206,10.229.181.14,59852,53,17,Normal Traffic,⚠️ Suspicious flow behavior matches pattern: Normal Traffic
2025-10-21 12:21:00,10.229.181.14,10.229.181.206,53,59852,17,Normal Traffic,⚠️ Suspicious flow behavior matches pattern: Normal Traffic
2025-10-21 12:21:00,10.229.181.206,10.229.181.14,62089,53,17,Normal Traffic,⚠️ Suspicious flow behavior matches pattern: Normal Traffic
2025-10-21 12:21:00,10.229.181.14,10.229.181.206,53,62089,17,Normal Traffic,⚠️ Suspicious flow behavior matches pattern: Normal Traffic
2025-10-21 12:21:00,10.229.181.206,20.42.65.94,54437,443,6,Normal Traffic,⚠️ Suspicious flow behavior matches pattern: Normal Traffic
2025-10-21 12:21:00,10.229.181.206,20.42.65.94,54436,443,6,Normal Traffic,⚠️ Suspicious flow behavior matches pattern: Normal Traffic
2025-10-21 12:21:00,20.42.65.94,10.229.181.206,443,54437,6,Normal Traffic,⚠️ Suspicious flow behavior matches pattern: Normal Traffic
2025-10-21 12:21:00,20.42.65.94,10.229.181.206,443,54436,6,Normal Traffic,⚠️ Suspicious flow behavior matches pattern: Normal Traffic
2025-10-21 12:21:05,10.229.181.206,10.229.181.14,62089,53,17,Normal Traffic,⚠️ Suspicious flow behavior matches pattern: Normal Traffic
2025-10-21 12:21:05,10.229.181.206,10.229.181.14,59788,53,17,Normal Traffic,⚠️ Suspicious flow behavior matches pattern: Normal Traffic
2025-10-21 12:21:05,10.229.181.14,10.229.181.206,53,62089,17,Normal Traffic,⚠️ Suspicious flow behavior matches pattern: Normal Traffic
2025-10-21 12:21:05,10.229.181.14,10.229.181.206,53,59788,17,Normal Traffic,⚠️ Suspicious flow behavior matches pattern: Normal Traffic
2025-10-21 12:21:05,10.229.181.206,20.42.65.94,54436,443,6,Normal Traffic,⚠️ Suspicious flow behavior matches pattern: Normal Traffic
2025-10-21 12:21:05,20.42.65.94,10.229.181.206,443,54436,6,Normal Traffic,⚠️ Suspicious flow behavior matches pattern: Normal Traffic
2025-10-21 12:21:05,10.229.181.206,34.107.221.82,59235,80,6,Normal Traffic,⚠️ Suspicious flow behavior matches pattern: Normal Traffic
2025-10-21 12:21:05,34.107.221.82,10.229.181.206,80,59235,6,Normal Traffic,⚠️ Suspicious flow behavior matches pattern: Normal Traffic
2025-10-21 12:21:10,10.229.181.206,20.42.65.94,54436,443,6,Normal Traffic,⚠️ Suspicious flow behavior matches pattern: Normal Traffic
2025-10-21 12:21:10,20.42.65.94,10.229.181.206,443,54436,6,Normal Traffic,⚠️ Suspicious flow behavior matches pattern: Normal Traffic
2025-10-21 12:21:15,10.229.181.206,20.42.65.94,54436,443,6,Normal Traffic,⚠️ Suspicious flow behavior matches pattern: Normal Traffic
2025-10-21 12:21:15,20.42.65.94,10.229.181.206,443,54436,6,Normal Traffic,⚠️ Suspicious flow behavior matches pattern: Normal Traffic
2025-10-21 12:21:15,10.229.181.206,34.107.221.82,59235,80,6,Normal Traffic,⚠️ Suspicious flow behavior matches pattern: Normal Traffic
2025-10-21 12:21:15,34.107.221.82,10.229.181.206,80,59235,6,Normal Traffic,⚠️ Suspicious flow behavior matches pattern: Normal Traffic
2025-10-21 12:21:20,10.229.181.206,34.107.243.93,59237,443,6,Normal Traffic,⚠️ Suspicious flow behavior matches pattern: Normal Traffic
2025-10-21 12:21:20,34.107.243.93,10.229.181.206,443,59237,6,Normal Traffic,⚠️ Suspicious flow behavior matches pattern: Normal Traffic
2025-10-21 12:21:20,10.229.181.206,224.0.0.251,5353,5353,17,Normal Traffic,⚠️ Suspicious flow behavior matches pattern: Normal Traffic
2025-10-21 12:21:20,10.229.181.206,20.42.65.94,54436,443,6,Normal Traffic,⚠️ Suspicious flow behavior matches pattern: Normal Traffic
2025-10-21 12:21:20,20.42.65.94,10.229.181.206,443,54436,6,Normal Traffic,⚠️ Suspicious flow behavior matches pattern: Normal Traffic
2025-10-21 12:21:20,10.229.181.206,34.107.221.82,59235,80,6,Normal Traffic,⚠️ Suspicious flow behavior matches pattern: Normal Traffic
2025-10-21 12:21:20,34.107.221.82,10.229.181.206,80,59235,6,Normal Traffic,⚠️ Suspicious flow behavior matches pattern: Normal Traffic
2025-10-21 12:21:26,10.229.181.206,20.42.65.94,54436,443,6,Normal Traffic,⚠️ Suspicious flow behavior matches pattern: Normal Traffic
2025-10-21 12:21:26,20.42.65.94,10.229.181.206,443,54436,6,Normal Traffic,⚠️ Suspicious flow behavior matches pattern: Normal Traffic
2025-10-21 12:21:32,10.229.181.206,10.229.181.14,64748,53,17,Normal Traffic,⚠️ Suspicious flow behavior matches pattern: Normal Traffic
2025-10-21 12:21:32,10.229.181.206,10.229.181.14,50403,53,17,Normal Traffic,⚠️ Suspicious flow behavior matches pattern: Normal Traffic
2025-10-21 12:21:32,10.229.181.206,10.229.181.14,62083,53,17,Normal Traffic,⚠️ Suspicious flow behavior matches pattern: Normal Traffic
2025-10-21 12:21:32,10.229.181.206,20.42.65.94,54436,443,6,Normal Traffic,⚠️ Suspicious flow behavior matches pattern: Normal Traffic
2025-10-21 12:21:32,10.229.181.14,10.229.181.206,53,64748,17,Normal Traffic,⚠️ Suspicious flow behavior matches pattern: Normal Traffic
2025-10-21 12:21:32,10.229.181.14,10.229.181.206,53,62083,17,Normal Traffic,⚠️ Suspicious flow behavior matches pattern: Normal Traffic
2025-10-21 12:21:32,10.229.181.14,10.229.181.206,53,50403,17,Normal Traffic,⚠️ Suspicious flow behavior matches pattern: Normal Traffic
2025-10-21 12:21:32,20.42.65.94,10.229.181.206,443,54436,6,Normal Traffic,⚠️ Suspicious flow behavior matches pattern: Normal Traffic
2025-10-21 12:21:37,20.42.65.94,10.229.181.206,443,54437,6,Normal Traffic,⚠️ Suspicious flow behavior matches pattern: Normal Traffic
2025-10-21 12:21:37,10.229.181.206,20.42.65.94,54436,443,6,Normal Traffic,⚠️ Suspicious flow behavior matches pattern: Normal Traffic
2025-10-21 12:21:37,20.42.65.94,10.229.181.206,443,54436,6,Normal Traffic,⚠️ Suspicious flow behavior matches pattern: Normal Traffic
2025-10-21 12:21:42,10.229.181.206,20.42.65.94,54436,443,6,Normal Traffic,⚠️ Suspicious flow behavior matches pattern: Normal Traffic
2025-10-21 12:21:42,20.42.65.94,10.229.181.206,443,54436,6,Normal Traffic,⚠️ Suspicious flow behavior matches pattern: Normal Traffic
2025-10-21 12:21:47,10.229.181.206,20.42.65.94,54436,443,6,Normal Traffic,⚠️ Suspicious flow behavior matches pattern: Normal Traffic
2025-10-21 12:21:47,20.42.65.94,10.229.181.206,443,54436,6,Normal Traffic,⚠️ Suspicious flow behavior matches pattern: Normal Traffic
2025-10-21 12:21:52,10.229.181.206,20.42.65.94,54436,443,6,Normal Traffic,⚠️ Suspicious flow behavior matches pattern: Normal Traffic
2025-10-21 12:21:52,20.42.65.94,10.229.181.206,443,54436,6,Normal Traffic,⚠️ Suspicious flow behavior matches pattern: Normal Traffic
2025-10-21 12:21:57,10.229.181.206,20.42.65.94,54436,443,6,Normal Traffic,⚠️ Suspicious flow behavior matches pattern: Normal Traffic
2025-10-21 12:21:57,20.42.65.94,10.229.181.206,443,54436,6,Normal Traffic,⚠️ Suspicious flow behavior matches pattern: Normal Traffic
2025-10-21 12:22:02,10.229.181.206,20.42.65.94,54436,443,6,Normal Traffic,⚠️ Suspicious flow behavior matches pattern: Normal Traffic
2025-10-21 12:22:02,20.42.65.94,10.229.181.206,443,54436,6,Normal Traffic,⚠️ Suspicious flow behavior matches pattern: Normal Traffic
2025-10-21 12:22:07,10.229.181.206,10.229.181.14,63810,53,17,Normal Traffic,⚠️ Suspicious flow behavior matches pattern: Normal Traffic
2025-10-21 12:22:07,10.229.181.206,10.229.181.14,62289,53,17,Normal Traffic,⚠️ Suspicious flow behavior matches pattern: Normal Traffic
2025-10-21 12:22:07,10.229.181.206,10.229.181.14,52710,53,17,Normal Traffic,⚠️ Suspicious flow behavior matches pattern: Normal Traffic
2025-10-21 12:22:07,10.229.181.14,10.229.181.206,53,52710,17,Normal Traffic,⚠️ Suspicious flow behavior matches pattern: Normal Traffic
2025-10-21 12:22:07,10.229.181.14,10.229.181.206,53,62289,17,Normal Traffic,⚠️ Suspicious flow behavior matches pattern: Normal Traffic
2025-10-21 12:22:07,10.229.181.14,10.229.181.206,53,63810,17,Normal Traffic,⚠️ Suspicious flow behavior matches pattern: Normal Traffic
2025-10-21 12:22:07,10.229.181.206,10.229.181.14,59788,53,17,Normal Traffic,⚠️ Suspicious flow behavior matches pattern: Normal Traffic
2025-10-21 12:22:07,10.229.181.14,10.229.181.206,53,59788,17,Normal Traffic,⚠️ Suspicious flow behavior matches pattern: Normal Traffic
2025-10-21 12:22:07,10.229.181.206,10.229.181.14,63739,53,17,Normal Traffic,⚠️ Suspicious flow behavior matches pattern: Normal Traffic
2025-10-21 12:22:07,10.229.181.14,10.229.181.206,53,63739,17,Normal Traffic,⚠️ Suspicious flow behavior matches pattern: Normal Traffic
2025-10-21 12:22:07,10.229.181.206,10.229.181.14,62450,53,17,Normal Traffic,⚠️ Suspicious flow behavior matches pattern: Normal Traffic
2025-10-21 12:22:07,10.229.181.14,10.229.181.206,53,62450,17,Normal Traffic,⚠️ Suspicious flow behavior matches pattern: Normal Traffic
2025-10-21 12:22:07,10.229.181.206,20.42.65.94,54436,443,6,Normal Traffic,⚠️ Suspicious flow behavior matches pattern: Normal Traffic
2025-10-21 12:22:07,10.229.181.206,10.229.181.14,53266,53,17,Normal Traffic,⚠️ Suspicious flow behavior matches pattern: Normal Traffic
2025-10-21 12:22:07,10.229.181.14,10.229.181.206,53,53266,17,Normal Traffic,⚠️ Suspicious flow behavior matches pattern: Normal Traffic
2025-10-21 12:22:07,20.42.65.94,10.229.181.206,443,54436,6,Normal Traffic,⚠️ Suspicious flow behavior matches pattern: Normal Traffic
2025-10-21 12:22:07,10.229.181.206,10.229.181.14,56387,53,17,Normal Traffic,⚠️ Suspicious flow behavior matches pattern: Normal Traffic
2025-10-21 12:22:07,10.229.181.14,10.229.181.206,53,56387,17,Normal Traffic,⚠️ Suspicious flow behavior matches pattern: Normal Traffic
2025-10-21 12:22:07,10.229.181.206,10.229.181.14,57084,53,17,Normal Traffic,⚠️ Suspicious flow behavior matches pattern: Normal Traffic
2025-10-21 12:22:07,10.229.181.14,10.229.181.206,53,57084,17,Normal Traffic,⚠️ Suspicious flow behavior matches pattern: Normal Traffic
2025-10-21 12:22:07,10.229.181.206,10.229.181.14,65248,53,17,Normal Traffic,⚠️ Suspicious flow behavior matches pattern: Normal Traffic
2025-10-21 12:22:07,10.229.181.14,10.229.181.206,53,65248,17,Normal Traffic,⚠️ Suspicious flow behavior matches pattern: Normal Traffic
2025-10-21 12:22:07,10.229.181.206,10.229.181.14,59903,53,17,Normal Traffic,⚠️ Suspicious flow behavior matches pattern: Normal Traffic
2025-10-21 12:22:07,10.229.181.14,10.229.181.206,53,59903,17,Normal Traffic,⚠️ Suspicious flow behavior matches pattern: Normal Traffic
2025-10-21 12:22:07,10.229.181.206,10.229.181.14,53195,53,17,Normal Traffic,⚠️ Suspicious flow behavior matches pattern: Normal Traffic
2025-10-21 12:22:07,10.229.181.14,10.229.181.206,53,53195,17,Normal Traffic,⚠️ Suspicious flow behavior matches pattern: Normal Traffic
2025-10-21 12:22:12,10.229.181.206,20.189.173.16,54447,443,6,Normal Traffic,⚠️ Suspicious flow behavior matches pattern: Normal Traffic
2025-10-21 12:22:12,20.189.173.16,10.229.181.206,443,54447,6,Normal Traffic,⚠️ Suspicious flow behavior matches pattern: Normal Traffic
2025-10-21 12:22:12,10.229.181.206,10.229.181.14,53195,53,17,Normal Traffic,⚠️ Suspicious flow behavior matches pattern: Normal Traffic
2025-10-21 12:22:12,10.229.181.14,10.229.181.206,53,53195,17,Normal Traffic,⚠️ Suspicious flow behavior matches pattern: Normal Traffic
2025-10-21 12:22:12,10.229.181.206,20.42.65.94,54436,443,6,Normal Traffic,⚠️ Suspicious flow behavior matches pattern: Normal Traffic
2025-10-21 12:22:12,20.42.65.94,10.229.181.206,443,54436,6,Normal Traffic,⚠️ Suspicious flow behavior matches pattern: Normal Traffic
2025-10-21 12:22:17,10.229.181.206,20.42.65.94,54436,443,6,Normal Traffic,⚠️ Suspicious flow behavior matches pattern: Normal Traffic
2025-10-21 12:22:17,20.42.65.94,10.229.181.206,443,54436,6,Normal Traffic,⚠️ Suspicious flow behavior matches pattern: Normal Traffic
2025-10-21 12:19:49,10.229.181.206,10.229.181.14,55750,53,17,Normal Traffic,⚠️ Suspicious flow behavior matches pattern: Normal Traffic
2025-10-21 12:19:49,10.229.181.206,10.229.181.14,56401,53,17,Normal Traffic,⚠️ Suspicious flow behavior matches pattern: Normal Traffic
2025-10-21 12:19:49,10.229.181.206,10.229.181.14,54639,53,17,Normal Traffic,⚠️ Suspicious flow behavior matches pattern: Normal Traffic
2025-10-21 12:19:49,10.229.181.14,10.229.181.206,53,56401,17,Normal Traffic,⚠️ Suspicious flow behavior matches pattern: Normal Traffic
2025-10-21 12:19:49,10.229.181.14,10.229.181.206,53,55750,17,Normal Traffic,⚠️ Suspicious flow behavior matches pattern: Normal Traffic
2025-10-21 12:19:49,10.229.181.14,10.229.181.206,53,54639,17,Normal Traffic,⚠️ Suspicious flow behavior matches pattern: Normal Traffic
2025-10-21 12:19:49,10.229.181.206,10.229.181.14,58735,53,17,Normal Traffic,⚠️ Suspicious flow behavior matches pattern: Normal Traffic
2025-10-21 12:19:49,10.229.181.206,10.229.181.14,51571,53,17,Normal Traffic,⚠️ Suspicious flow behavior matches pattern: Normal Traffic
2025-10-21 12:19:49,10.229.181.14,10.229.181.206,53,51571,17,Normal Traffic,⚠️ Suspicious flow behavior matches pattern: Normal Traffic
2025-10-21 12:19:49,10.229.181.14,10.229.181.206,53,58735,17,Normal Traffic,⚠️ Suspicious flow behavior matches pattern: Normal Traffic
2025-10-21 12:19:54,10.229.181.206,23.201.55.139,64702,443,6,Normal Traffic,⚠️ Suspicious flow behavior matches pattern: Normal Traffic
2025-10-21 12:19:54,23.201.55.139,10.229.181.206,443,64702,6,Normal Traffic,⚠️ Suspicious flow behavior matches pattern: Normal Traffic
2025-10-21 12:19:54,10.229.181.206,20.42.65.94,54446,443,6,Normal Traffic,⚠️ Suspicious flow behavior matches pattern: Normal Traffic
2025-10-21 12:19:54,20.42.65.94,10.229.181.206,443,54446,6,Normal Traffic,⚠️ Suspicious flow behavior matches pattern: Normal Traffic
2025-10-21 12:19:54,10.229.181.206,20.42.65.94,54436,443,6,Normal Traffic,⚠️ Suspicious flow behavior matches pattern: Normal Traffic
2025-10-21 12:19:54,20.42.65.94,10.229.181.206,443,54436,6,Normal Traffic,⚠️ Suspicious flow behavior matches pattern: Normal Traffic
2025-10-21 12:19:59,10.229.181.206,34.107.221.82,59235,80,6,Normal Traffic,⚠️ Suspicious flow behavior matches pattern: Normal Traffic
2025-10-21 12:19:59,34.107.221.82,10.229.181.206,80,59235,6,Normal Traffic,⚠️ Suspicious flow behavior matches pattern: Normal Traffic
2025-10-21 12:19:59,10.229.181.206,20.42.65.94,54436,443,6,Normal Traffic,⚠️ Suspicious flow behavior matches pattern: Normal Traffic
2025-10-21 12:19:59,20.42.65.94,10.229.181.206,443,54436,6,Normal Traffic,⚠️ Suspicious flow behavior matches pattern: Normal Traffic
2025-10-21 12:20:04,10.229.181.206,20.42.65.94,54436,443,6,Normal Traffic,⚠️ Suspicious flow behavior matches pattern: Normal Traffic
2025-10-21 12:20:04,20.42.65.94,10.229.181.206,443,54436,6,Normal Traffic,⚠️ Suspicious flow behavior matches pattern: Normal Traffic
2025-10-21 12:20:09,10.229.181.206,34.107.221.82,59235,80,6,Normal Traffic,⚠️ Suspicious flow behavior matches pattern: Normal Traffic
2025-10-21 12:20:09,34.107.221.82,10.229.181.206,80,59235,6,Normal Traffic,⚠️ Suspicious flow behavior matches pattern: Normal Traffic
2025-10-21 12:20:09,10.229.181.206,20.42.65.94,54436,443,6,Normal Traffic,⚠️ Suspicious flow behavior matches pattern: Normal Traffic
2025-10-21 12:20:09,20.42.65.94,10.229.181.206,443,54436,6,Normal Traffic,⚠️ Suspicious flow behavior matches pattern: Normal Traffic
2025-10-21 12:20:14,10.229.181.206,20.42.65.94,54437,443,6,Normal Traffic,⚠️ Suspicious flow behavior matches pattern: Normal Traffic
2025-10-21 12:20:14,20.42.65.94,10.229.181.206,443,54437,6,Normal Traffic,⚠️ Suspicious flow behavior matches pattern: Normal Traffic
2025-10-21 12:20:14,10.229.181.206,20.42.65.94,54436,443,6,Normal Traffic,⚠️ Suspicious flow behavior matches pattern: Normal Traffic
2025-10-21 12:20:14,20.42.65.94,10.229.181.206,443,54436,6,Normal Traffic,⚠️ Suspicious flow behavior matches pattern: Normal Traffic
2025-10-21 12:20:19,10.229.181.206,34.107.221.82,59235,80,6,Normal Traffic,⚠️ Suspicious flow behavior matches pattern: Normal Traffic
2025-10-21 12:20:19,34.107.221.82,10.229.181.206,80,59235,6,Normal Traffic,⚠️ Suspicious flow behavior matches pattern: Normal Traffic
2025-10-21 12:20:19,10.229.181.206,10.229.181.14,50758,53,17,Normal Traffic,⚠️ Suspicious flow behavior matches pattern: Normal Traffic
2025-10-21 12:20:19,10.229.181.206,10.229.181.14,61831,53,17,Normal Traffic,⚠️ Suspicious flow behavior matches pattern: Normal Traffic
2025-10-21 12:20:19,10.229.181.14,10.229.181.206,53,50758,17,Normal Traffic,⚠️ Suspicious flow behavior matches pattern: Normal Traffic
2025-10-21 12:20:19,10.229.181.14,10.229.181.206,53,61831,17,Normal Traffic,⚠️ Suspicious flow behavior matches pattern: Normal Traffic
2025-10-21 12:20:19,10.229.181.206,20.42.65.94,54436,443,6,Normal Traffic,⚠️ Suspicious flow behavior matches pattern: Normal Traffic
2025-10-21 12:20:19,20.42.65.94,10.229.181.206,443,54436,6,Normal Traffic,⚠️ Suspicious flow behavior matches pattern: Normal Traffic
2025-10-21 12:20:19,10.229.181.206,20.189.173.16,54447,443,6,Normal Traffic,⚠️ Suspicious flow behavior matches pattern: Normal Traffic
2025-10-21 12:20:19,20.189.173.16,10.229.181.206,443,54447,6,Normal Traffic,⚠️ Suspicious flow behavior matches pattern: Normal Traffic
2025-10-21 12:20:24,10.229.181.206,10.229.181.14,52390,53,17,Normal Traffic,⚠️ Suspicious flow behavior matches pattern: Normal Traffic
2025-10-21 12:20:24,10.229.181.206,10.229.181.14,52276,53,17,Normal Traffic,⚠️ Suspicious flow behavior matches pattern: Normal Traffic
2025-10-21 12:20:24,10.229.181.206,10.229.181.14,54234,53,17,Normal Traffic,⚠️ Suspicious flow behavior matches pattern: Normal Traffic
2025-10-21 12:20:24,10.229.181.14,10.229.181.206,53,52390,17,Normal Traffic,⚠️ Suspicious flow behavior matches pattern: Normal Traffic
2025-10-21 12:20:24,10.229.181.14,10.229.181.206,53,52276,17,Normal Traffic,⚠️ Suspicious flow behavior matches pattern: Normal Traffic
2025-10-21 12:20:24,10.229.181.14,10.229.181.206,53,54234,17,Normal Traffic,⚠️ Suspicious flow behavior matches pattern: Normal Traffic
2025-10-21 12:20:24,10.229.181.206,34.107.243.93,59237,443,6,Normal Traffic,⚠️ Suspicious flow behavior matches pattern: Normal Traffic
2025-10-21 12:20:24,34.107.243.93,10.229.181.206,443,59237,6,Normal Traffic,⚠️ Suspicious flow behavior matches pattern: Normal Traffic
2025-10-21 12:20:24,10.229.181.206,20.42.65.94,54436,443,6,Normal Traffic,⚠️ Suspicious flow behavior matches pattern: Normal Traffic
2025-10-21 12:20:24,20.42.65.94,10.229.181.206,443,54436,6,Normal Traffic,⚠️ Suspicious flow behavior matches pattern: Normal Traffic
2025-10-21 12:20:30,10.229.181.206,34.107.221.82,59235,80,6,Normal Traffic,⚠️ Suspicious flow behavior matches pattern: Normal Traffic
2025-10-21 12:20:30,34.107.221.82,10.229.181.206,80,59235,6,Normal Traffic,⚠️ Suspicious flow behavior matches pattern: Normal Traffic
2025-10-21 12:20:30,10.229.181.206,10.229.181.14,50758,53,17,Normal Traffic,⚠️ Suspicious flow behavior matches pattern: Normal Traffic
2025-10-21 12:20:30,10.229.181.206,10.229.181.14,50286,53,17,Normal Traffic,⚠️ Suspicious flow behavior matches pattern: Normal Traffic
2025-10-21 12:20:30,10.229.181.14,10.229.181.206,53,50758,17,Normal Traffic,⚠️ Suspicious flow behavior matches pattern: Normal Traffic
2025-10-21 12:20:30,10.229.181.14,10.229.181.206,53,50286,17,Normal Traffic,⚠️ Suspicious flow behavior matches pattern: Normal Traffic
2025-10-21 12:20:30,10.229.181.206,10.229.181.14,60911,53,17,Normal Traffic,⚠️ Suspicious flow behavior matches pattern: Normal Traffic
2025-10-21 12:20:30,10.229.181.206,10.229.181.14,54374,53,17,Normal Traffic,⚠️ Suspicious flow behavior matches pattern: Normal Traffic
2025-10-21 12:20:30,10.229.181.206,10.229.181.14,49955,53,17,Normal Traffic,⚠️ Suspicious flow behavior matches pattern: Normal Traffic
2025-10-21 12:20:30,10.229.181.206,20.42.65.94,54436,443,6,Normal Traffic,⚠️ Suspicious flow behavior matches pattern: Normal Traffic
2025-10-21 12:20:30,10.229.181.14,10.229.181.206,53,60911,17,Normal Traffic,⚠️ Suspicious flow behavior matches pattern: Normal Traffic
2025-10-21 12:20:30,10.229.181.14,10.229.181.206,53,49955,17,Normal Traffic,⚠️ Suspicious flow behavior matches pattern: Normal Traffic
2025-10-21 12:20:30,10.229.181.14,10.229.181.206,53,54374,17,Normal Traffic,⚠️ Suspicious flow behavior matches pattern: Normal Traffic
2025-10-21 12:20:30,20.42.65.94,10.229.181.206,443,54436,6,Normal Traffic,⚠️ Suspicious flow behavior matches pattern: Normal Traffic
2025-10-21 12:20:35,10.229.181.206,239.255.255.250,49956,1900,17,Normal Traffic,⚠️ Suspicious flow behavior matches pattern: Normal Traffic
2025-10-21 12:20:35,10.229.181.206,23.58.31.18,54433,80,6,Normal Traffic,⚠️ Suspicious flow behavior matches pattern: Normal Traffic
2025-10-21 12:20:35,23.58.31.18,10.229.181.206,80,54433,6,Normal Traffic,⚠️ Suspicious flow behavior matches pattern: Normal Traffic
2025-10-21 12:20:35,10.229.181.206,239.255.255.250,49956,1900,17,Normal Traffic,⚠️ Suspicious flow behavior matches pattern: Normal Traffic
2025-10-21 12:20:35,10.229.181.206,239.255.255.250,49956,1900,17,Normal Traffic,⚠️ Suspicious flow behavior matches pattern: Normal Traffic
2025-10-21 12:20:35,10.229.181.206,20.42.65.94,54436,443,6,Normal Traffic,⚠️ Suspicious flow behavior matches pattern: Normal Traffic
2025-10-21 12:20:35,20.42.65.94,10.229.181.206,443,54436,6,Normal Traffic,⚠️ Suspicious flow behavior matches pattern: Normal Traffic
2025-10-21 12:20:35,10.229.181.206,34.107.221.82,59235,80,6,Normal Traffic,⚠️ Suspicious flow behavior matches pattern: Normal Traffic
2025-10-21 12:20:35,34.107.221.82,10.229.181.206,80,59235,6,Normal Traffic,⚠️ Suspicious flow behavior matches pattern: Normal Traffic
2025-10-21 12:20:40,10.229.181.206,224.0.0.251,5353,5353,17,Normal Traffic,⚠️ Suspicious flow behavior matches pattern: Normal Traffic
2025-10-21 12:20:40,10.229.181.206,20.42.65.94,54436,443,6,Normal Traffic,⚠️ Suspicious flow behavior matches pattern: Normal Traffic
2025-10-21 12:20:40,20.42.65.94,10.229.181.206,443,54436,6,Normal Traffic,⚠️ Suspicious flow behavior matches pattern: Normal Traffic
2025-10-21 12:20:45,10.229.181.206,20.42.65.94,54436,443,6,Normal Traffic,⚠️ Suspicious flow behavior matches pattern: Normal Traffic
2025-10-21 12:20:45,20.42.65.94,10.229.181.206,443,54436,6,Normal Traffic,⚠️ Suspicious flow behavior matches pattern: Normal Traffic
2025-10-21 12:20:45,10.229.181.206,34.107.221.82,59235,80,6,Normal Traffic,⚠️ Suspicious flow behavior matches pattern: Normal Traffic
2025-10-21 12:20:45,34.107.221.82,10.229.181.206,80,59235,6,Normal Traffic,⚠️ Suspicious flow behavior matches pattern: Normal Traffic
2025-10-21 12:20:50,10.229.181.206,20.42.65.94,54436,443,6,Normal Traffic,⚠️ Suspicious flow behavior matches pattern: Normal Traffic
2025-10-21 12:20:50,20.42.65.94,10.229.181.206,443,54436,6,Normal Traffic,⚠️ Suspicious flow behavior matches pattern: Normal Traffic
